VG_388855,vg_000002348478.npz,"['How', 'many', 'skate', '@@##board', '@@##ers', 'are', 'there', '@@?']",1,"['How', 'many', '[MASK]', 'are', 'there', '@@?']",1,"['How', 'many', 'trees', 'are', 'there', '@@?']",8
VG_1957709,vg_000002376011.npz,"['What', 'is', 'chasing', 'the', 'f', '@@##ris', '@@##bee', '@@?']",dog,"['What', 'is', 'chasing', 'the', '[MASK]', '@@?']",dog,"['What', 'is', 'chasing', 'the', 'dog', '@@?']",frisbee
VG_700665,vg_000002358471.npz,"['What', 'color', 'are', 'the', 'player', ""@@'"", '@@s', 'shorts', '@@?']",white,"['What', 'color', 'are', 'the', '[MASK]', 'shorts', '@@?']",white,"['What', 'color', 'are', 'the', 'white', 'shorts', '@@?']",blue
9112005,coco_train2014_000000009112.npz,"['Is', 'a', 'man', 'running', 'with', 'a', 'Fr', '@@##is', '@@##bee', '@@?']",no,"['Is', 'a', 'man', 'running', 'with', 'a', '[MASK]', '@@?']",no,"['Is', 'a', 'man', 'running', 'with', 'a', 'bird', '@@?']",yes
223992003,coco_train2014_000000223992.npz,"['What', 'color', 'is', 'the', 'man', 'on', 'the', 'right', ""@@'"", '@@s', 'shirt', '@@?']",orange,"['What', 'color', 'is', 'the', 'man', 'on', 'the', '[MASK]', 'shirt', '@@?']",orange,"['What', 'color', 'is', 'the', 'man', 'on', 'the', 'orange', 'shirt', '@@?']",white
VG_890431,vg_000002320740.npz,"['What', 'color', 'is', 'the', 'man', '@@##s', 't', '@@-', '@@shirt', '@@?']",white,"['What', 'color', 'is', 'the', 'man', '##s', '[MASK]', '@@?']",white,"['What', 'color', 'is', 'the', 'man', '##s', 'shorts', '@@?']",blue
12570001,coco_val2014_000000012570.npz,"['Does', 'the', 'person', 'who', 'lives', 'here', 'have', 'a', 'p', '@@##eanut', 'all', '@@##er', '@@##gy', '@@?']",yes,"['Does', 'the', 'person', 'who', 'lives', 'here', 'have', 'a', 'p', '##eanut', '[MASK]', '@@?']",no,"['Does', 'the', 'person', 'who', 'lives', 'here', 'have', 'a', 'p', '##eanut', 'butter', '@@?']",yes
288659000,coco_train2014_000000288659.npz,"['How', 'many', 'white', 'stripes', 'are', 'on', 'the', 'boy', ""@@'"", '@@s', 'left', 'sleeve', '@@?']",3,"['How', 'many', 'white', 'stripes', 'are', 'on', 'the', '[MASK]', 'left', 'sleeve', '@@?']",2,"['How', 'many', 'white', 'stripes', 'are', 'on', 'the', 'boys', 'left', 'sleeve', '@@?']",3
VG_1688062,vg_000002362767.npz,"['What', 'are', 'the', 'dough', '@@##nut', '@@##s', 'in', 'the', 'back', 'in', '@@?']",box,"['What', 'are', 'the', '[MASK]', 'in', 'the', 'back', 'in', '@@?']",box,"['What', 'are', 'the', 'boxes', 'in', 'the', 'back', 'in', '@@?']",boxes
10219005,coco_val2014_000000010219.npz,"['Is', 'this', 'dog', 'carrying', 'a', 'f', '@@##ris', '@@##bee', 'in', 'it', ""@@'"", '@@s', 'mouth', '@@?']",yes,"['Is', 'this', 'dog', 'carrying', 'a', '[MASK]', 'in', '[MASK]', 'mouth', '@@?']",no,"['Is', 'this', 'dog', 'carrying', 'a', 'toy', 'in', 'his', 'mouth', '@@?']",yes
VG_494204,vg_000002376715.npz,"['What', 'color', 'is', 'the', 'man', 'in', 'the', 'photo', ""@@'"", '@@s', 'tie', '@@?']",black,"['What', 'color', 'is', 'the', 'man', 'in', 'the', '[MASK]', 'tie', '@@?']",black,"['What', 'color', 'is', 'the', 'man', 'in', 'the', 'black', 'tie', '@@?']",white
VG_1303786,vg_000002404404.npz,"['What', 'is', 'the', 'main', 'color', 'of', 'the', 'man', ""@@'"", '@@s', 'wrist', '@@##band', '@@?']",red,"['What', 'is', 'the', 'main', 'color', 'of', 'the', '[MASK]', 'wrist', '##band', '@@?']",red,"['What', 'is', 'the', 'main', 'color', 'of', 'the', 'red', 'wrist', '##band', '@@?']",white
578362001,coco_val2014_000000578362.npz,"['What', 'o', '@@##bs', '@@##truct', '@@##s', 'the', 'view', 'of', 'the', 'mountain', '@@?']",clouds,"['What', '[MASK]', 'the', 'view', 'of', 'the', 'mountain', '@@?']",clouds,"['What', 'is', 'the', 'view', 'of', 'the', 'mountain', '@@?']",fog
VG_1270783,vg_000002402888.npz,"['What', 'is', 'on', 'the', 'man', ""@@'"", '@@s', 'head', '@@?']",hat,"['What', 'is', 'on', 'the', '[MASK]', 'head', '@@?']",hat,"['What', 'is', 'on', 'the', 'horses', 'head', '@@?']",bridle
225456004,coco_val2014_000000225456.npz,"['What', 'color', 'are', 'the', 'cats', 'w', '@@##his', '@@##kers', '@@?']",white,"['What', 'color', 'are', 'the', 'cats', '[MASK]', '@@?']",black,"['What', 'color', 'are', 'the', 'cats', 'eyes', '@@?']",yellow
485368004,coco_val2014_000000485368.npz,"['What', 'u', '@@##tens', '@@##il', 'is', 'laying', 'next', 'to', 'the', 'bread', '@@?']",knife,"['What', '[MASK]', 'is', 'laying', 'next', 'to', 'the', 'bread', '@@?']",scissors,"['What', 'tool', 'is', 'laying', 'next', 'to', 'the', 'bread', '@@?']",knife
542202005,coco_train2014_000000542202.npz,"['Is', 'this', 'a', 'juvenile', ""@@'"", '@@s', 'room', '@@?']",no,"['Is', 'this', 'a', '[MASK]', 'room', '@@?']",yes,"['Is', 'this', 'a', 'hotel', 'room', '@@?']",no
567740005,coco_val2014_000000567740.npz,"['What', 'color', 'is', 'the', 'person', 'on', 'the', 'right', ""@@'"", '@@s', 'hat', '@@?']",white,"['What', 'color', 'is', 'the', 'person', 'on', 'the', '[MASK]', 'hat', '@@?']",white,"['What', 'color', 'is', 'the', 'person', 'on', 'the', 'white', 'hat', '@@?']",red
385724004,coco_train2014_000000385724.npz,"['What', 'color', 'is', 'the', 'man', 'in', 'the', 'middle', ""@@'"", '@@s', 'shoes', '@@?']",green,"['What', 'color', 'is', 'the', 'man', 'in', 'the', '[MASK]', 'shoes', '@@?']",green,"['What', 'color', 'is', 'the', 'man', 'in', 'the', 'green', 'shoes', '@@?']",white
